114,0.0
301,2.0
414,0.0
553,1.0
666,0.0
809,1.0
924,0.0
1132,2.0
1245,0.0
1360,0.0
1647,4.0
1806,1.0
1919,0.0
2032,0.0
2242,2.0
2355,0.0
2529,2.0
2642,0.0
2815,2.0
2976,1.0
3130,1.0
3289,1.0
3572,4.0
3683,0.0
3796,0.0
3909,0.0
4050,1.0
4159,0.0
4320,1.0
4553,3.0
4693,1.0
4836,1.0
4949,0.0
5064,0.0
5207,1.0
5320,0.0
5460,1.0
5696,3.0
5807,0.0
5979,2.0
6092,0.0
6278,2.0
6393,0.0
6506,0.0
6817,7.0
6932,0.0
7043,0.0
7156,0.0
7293,1.0
7454,1.0
7569,0.0
7769,3.0
7884,0.0
8043,1.0
8234,2.0
8349,0.0
8462,0.0
8670,2.0
8830,1.0
9048,3.0
9161,0.0
9274,0.0
9466,2.0
9672,2.0
9860,2.0
10046,2.0
10205,1.0
10421,3.0
10532,0.0
10700,2.0
10937,3.0
11052,0.0
11167,0.0
11399,3.0
11561,1.0
11676,0.0
11791,0.0
11950,1.0
12063,0.0
12419,5.0
12534,0.0
12647,0.0
12760,0.0
12875,0.0
13018,1.0
13431,7.0
13546,0.0
14018,11.0
14351,5.0
14590,3.0
14731,1.0
14887,1.0
15000,0.0
15113,0.0
15270,1.0
15385,0.0
15542,1.0
15657,0.0
15845,2.0
16152,4.0
16291,1.0
16400,0.0
16704,4.0
16875,2.0
17065,2.0
17178,0.0
17341,1.0
17577,3.0
17690,0.0
17805,0.0
17950,1.0
18269,5.0
18426,1.0
18568,1.0
18681,0.0
18796,0.0
18911,0.0
19215,4.0
19373,1.0
19534,1.0
19690,1.0
19854,1.0
20059,2.0
20245,2.0
20389,1.0
20605,3.0
20862,3.0
21096,3.0
21403,4.0
21792,9.0
21907,0.0
22048,1.0
22191,1.0
22302,0.0
22463,1.0
22576,0.0
22689,0.0
22848,1.0
23012,1.0
23125,0.0
23240,0.0
23355,0.0
23542,2.0
23655,0.0
23993,5.0
24108,0.0
24277,2.0
24465,2.0
24624,1.0
24787,1.0
24949,1.0
25092,1.0
25207,0.0
25322,0.0
25511,2.0
25816,4.0
25931,0.0
26044,0.0
26157,0.0
26298,1.0
26456,1.0
26643,2.0
26758,0.0
26946,2.0
27089,1.0
27355,4.0
27470,0.0
27585,0.0
27700,0.0
27813,0.0
27926,0.0
28039,0.0
28154,0.0
28437,4.0
28548,0.0
28767,3.0
29055,4.0
29345,4.0
29460,0.0
29573,0.0
29684,0.0
29845,1.0
29958,0.0
30119,1.0
30234,0.0
30424,2.0
30537,0.0
30773,3.0
30886,0.0
31027,1.0
31188,1.0
31399,2.0
31633,3.0
32016,6.0
32200,2.0
32457,3.0
32570,0.0
32713,1.0
33018,4.0
33226,2.0
33383,1.0
33542,1.0
33984,8.0
34473,11.0
34614,1.0
34798,2.0
34957,1.0
35072,0.0
35187,0.0
35302,0.0
35415,0.0
35530,0.0
35643,0.0
35804,1.0
35919,0.0
36034,0.0
36147,0.0
36309,1.0
36420,0.0
36535,0.0
36771,3.0
36886,0.0
37133,4.0
37502,9.0
37688,2.0
37801,0.0
37916,0.0
38182,4.0
38368,2.0
38532,1.0
38718,2.0
38829,0.0
38944,0.0
39057,0.0
39170,0.0
39499,5.0
39700,3.0
39809,0.0
39924,0.0
40116,2.0
40275,1.0
40581,4.0
40696,0.0
40886,2.0
40999,0.0
41142,1.0
41255,0.0
41370,0.0
41531,1.0
41646,0.0
41761,0.0
41902,1.0
42013,0.0
42303,4.0
42418,0.0
42606,2.0
42719,0.0
42834,0.0
42975,1.0
43134,1.0
43273,1.0
43384,0.0
43574,2.0
43687,0.0
44055,6.0
44258,2.0
44373,0.0
44486,0.0
44696,2.0
44902,2.0
45142,3.0
45257,0.0
45495,3.0
45653,1.0
45862,2.0
46067,2.0
46182,0.0
46376,2.0
46612,3.0
46751,1.0
46866,0.0
47007,1.0
47148,1.0
47462,5.0
47577,0.0
47690,0.0
47805,0.0
47946,1.0
48265,5.0
48376,0.0
48491,0.0
48653,1.0
48909,3.0
49196,4.0
49337,1.0
49450,0.0
49561,0.0
49720,1.0
49829,0.0
49986,1.0
50273,4.0
50478,3.0
50737,4.0
50896,1.0
51009,0.0
51122,0.0
51233,0.0
51394,1.0
51553,1.0
51790,3.0
51948,1.0
52087,1.0
52325,3.0
52510,2.0
52669,1.0
52810,1.0
52969,1.0
53141,2.0
53379,3.0
53538,1.0
53649,0.0
53956,4.0
54067,0.0
54182,0.0
54295,0.0
54408,0.0
54618,2.0
54731,0.0
54965,3.0
55272,4.0
55511,3.0
55845,5.0
56063,3.0
56178,0.0
56340,1.0
56483,1.0
56791,4.0
56904,0.0
57216,5.0
57470,3.0
57583,0.0
57696,0.0
57811,0.0
57998,2.0
58111,0.0
58269,1.0
58428,1.0
58634,2.0
58887,3.0
58996,0.0
59354,6.0
59590,3.0
59703,0.0
59818,0.0
59927,0.0
60115,2.0
60321,2.0
60480,1.0
60593,0.0
60732,1.0
60847,0.0
60991,1.0
61148,1.0
61417,4.0
61629,2.0
61742,0.0
61851,0.0
62136,4.0
62279,1.0
62394,0.0
62563,2.0
62704,1.0
62813,0.0
63071,3.0
63186,0.0
63301,0.0
63461,1.0
63649,2.0
63822,2.0
63933,0.0
64048,0.0
64258,2.0
64399,1.0
64512,0.0
64655,1.0
64768,0.0
64881,0.0
64994,0.0
65107,0.0
65316,2.0
65531,2.0
65644,0.0
65911,4.0
66051,1.0
66209,1.0
66525,5.0
66760,3.0
66974,3.0
67087,0.0
67296,2.0
67485,2.0
67663,2.0
67871,2.0
67984,0.0
68099,0.0
68214,0.0
68329,0.0
68547,3.0
68735,2.0
68992,3.0
69279,4.0
69394,0.0
69507,0.0
69713,2.0
69826,0.0
69941,0.0
70112,2.0
70251,1.0
70408,1.0
70523,0.0
70638,0.0
70950,5.0
71164,3.0
71323,1.0
71531,2.0
71690,1.0
71977,4.0
72163,2.0
72476,4.0
72789,5.0
73018,4.0
73131,0.0
73367,3.0
73482,0.0
73741,3.0
73952,2.0
74091,1.0
74307,3.0
74446,1.0
74561,0.0
74702,1.0
74841,1.0
75080,3.0
75193,0.0
75352,1.0
75465,0.0
75578,0.0
75769,2.0
75882,0.0
75995,0.0
76154,1.0
76269,0.0
76384,0.0
76598,3.0
76759,1.0
76874,0.0
76989,0.0
77104,0.0
77219,0.0
77330,0.0
77615,4.0
77730,0.0
77889,1.0
78076,2.0
78318,3.0
78429,0.0
78663,3.0
78869,2.0
79031,1.0
79146,0.0
79431,4.0
79544,0.0
79807,4.0
80092,4.0
80205,0.0
80599,7.0
80714,0.0
80827,0.0
80940,0.0
81053,0.0
81166,0.0
81279,0.0
81485,2.0
81598,0.0
81889,4.0
82125,3.0
82240,0.0
82478,3.0
82666,2.0
82779,0.0
82968,2.0
83111,1.0
83226,0.0
83562,5.0
83677,0.0
83913,3.0
84070,1.0
84254,2.0
84441,2.0
84604,1.0
84719,0.0
84830,0.0
84969,1.0
85080,0.0
85357,5.0
85468,0.0
85698,3.0
85908,2.0
86021,0.0
86199,2.0
86312,0.0
86566,3.0
86727,1.0
