161,1.0
320,1.0
465,1.0
624,1.0
737,0.0
850,0.0
965,0.0
1124,1.0
1267,1.0
1476,2.0
1589,0.0
1924,5.0
2063,1.0
2206,1.0
2349,1.0
2462,0.0
2620,1.0
2735,0.0
2894,1.0
3007,0.0
3276,4.0
3560,4.0
3736,2.0
3851,0.0
3962,0.0
4198,3.0
4309,0.0
4498,2.0
4784,4.0
4973,2.0
5134,1.0
5447,5.0
5712,4.0
5873,1.0
6032,1.0
6219,2.0
6407,2.0
6569,1.0
6684,0.0
7197,9.0
7312,0.0
7425,0.0
7534,0.0
7693,1.0
7806,0.0
7921,0.0
8034,0.0
8149,0.0
8264,0.0
8448,2.0
8561,0.0
8847,4.0
9007,1.0
9261,4.0
9376,0.0
9610,3.0
9897,4.0
10183,4.0
10296,0.0
10458,1.0
10573,0.0
10716,1.0
10829,0.0
11067,3.0
11178,0.0
11291,0.0
11547,3.0
11704,1.0
11819,0.0
11930,0.0
12043,0.0
12184,1.0
12492,7.0
12651,1.0
13117,13.0
13373,3.0
13488,0.0
13695,2.0
13810,0.0
13951,1.0
14062,0.0
14252,2.0
14365,0.0
14478,0.0
14591,0.0
14807,3.0
14918,0.0
15073,1.0
15233,1.0
15348,0.0
15463,0.0
15576,0.0
15763,2.0
15906,1.0
16319,7.0
16460,1.0
16573,0.0
16682,0.0
16888,2.0
16999,0.0
17224,3.0
17339,0.0
17450,0.0
17563,0.0
17676,0.0
17931,3.0
18072,1.0
18256,2.0
18442,2.0
18662,3.0
18930,4.0
19211,4.0
19399,2.0
19542,1.0
19685,1.0
19826,1.0
19988,1.0
20375,6.0
20518,1.0
20661,1.0
20820,1.0
21080,3.0
21193,0.0
21377,2.0
21590,2.0
21747,1.0
21862,0.0
22145,4.0
22355,2.0
22514,1.0
22629,0.0
22870,3.0
23031,1.0
23146,0.0
23261,0.0
23376,0.0
23489,0.0
23602,0.0
23715,0.0
23953,3.0
24068,0.0
24211,1.0
24326,0.0
24439,0.0
24646,2.0
24834,2.0
24949,0.0
25064,0.0
25179,0.0
25294,0.0
25528,3.0
25764,3.0
25877,0.0
26048,2.0
26338,4.0
26643,4.0
26752,0.0
26958,2.0
27174,3.0
27759,17.0
27872,0.0
28058,2.0
28173,0.0
28420,4.0
28531,0.0
28674,1.0
28817,1.0
28932,0.0
29045,0.0
29158,0.0
29273,0.0
29432,1.0
29547,0.0
29662,0.0
29876,3.0
30066,2.0
30224,1.0
30435,2.0
30548,0.0
30661,0.0
30776,0.0
30891,0.0
31002,0.0
31113,0.0
31272,1.0
31385,0.0
31528,1.0
31813,4.0
32051,3.0
32209,1.0
32397,2.0
32540,1.0
32651,0.0
32843,2.0
33079,3.0
33192,0.0
33426,3.0
33539,0.0
33789,4.0
33898,0.0
34013,0.0
34128,0.0
34413,4.0
34528,0.0
34687,1.0
34875,2.0
35063,2.0
35174,0.0
35348,2.0
35536,2.0
35677,1.0
35913,3.0
36074,1.0
36189,0.0
36405,3.0
36520,0.0
36677,1.0
36984,7.0
37095,0.0
37283,2.0
37398,0.0
37511,0.0
37622,0.0
37733,0.0
37892,1.0
38005,0.0
38395,9.0
38582,2.0
38695,0.0
38836,1.0
38947,0.0
39062,0.0
39177,0.0
39292,0.0
39464,2.0
39672,2.0
39959,4.0
40120,1.0
40353,3.0
40466,0.0
40579,0.0
40888,4.0
41127,3.0
41544,12.0
41659,0.0
41772,0.0
42011,3.0
42295,4.0
42408,0.0
42595,2.0
42710,0.0
42947,3.0
43123,2.0
43262,1.0
43448,2.0
43607,1.0
43768,1.0
43881,0.0
44045,1.0
44160,0.0
44331,2.0
44444,0.0
44605,1.0
44718,0.0
44974,3.0
45087,0.0
45246,1.0
45408,1.0
45521,0.0
46082,15.0
46268,2.0
46507,3.0
46761,3.0
47048,4.0
47189,1.0
47404,3.0
47588,2.0
47701,0.0
47814,0.0
47929,0.0
48167,3.0
48357,2.0
48678,5.0
48869,2.0
49085,3.0
49200,0.0
49451,4.0
49612,1.0
49723,0.0
49834,0.0
49995,1.0
50183,2.0
50296,0.0
50483,2.0
50786,5.0
50944,1.0
51059,0.0
51216,1.0
51402,2.0
51517,0.0
